Safeer International Hotel,"You're eligible for a Genius discount at Safeer International Hotel! To save at this property, all you have to do is 
sign in
.


 
Nearby Muscat's city centre, this 3-star hotel is just a 15-minute drive from Muscat International Airport. It offers free Wi-Fi and a health club.

The Safeer International Hotel provides you with comfortable suites and a peaceful location. Wake up each morning with a free breakfast and head to the beautiful beach nearby. Benefit from free private parking.

You can also easily go shopping in the bustling capital of Muscat. After a pleasant day, the stylish lobby offers a great place to unwind. You can also sit out in the romantic courtyard with a refreshing drink and enjoy the warm sun.

The restaurant serves a wide range of various dishes and the coffee shop is a nice place to try one of the delightful hot drinks. Have a good work-out in the fitness room and make use of the 24-hour room service.","Al Khuwair-PO Box 121, 115 Muscat, Oman",23.58637524,58.42308551,{},24835,6.6,https://www.booking.com/hotel/om/safeer-international-muscat.en-gb.html
"InterContinental Muscat, an IHG Hotel","With a spectacular location on the public beachfront, 35 acres of gardens & distant view of the majestic Hajar Mountains, our five-star urban city resort is situated in the heart of Muscat’s prestigious residential and diplomatic quarter. One of the country’s most preeminent event venues, our elegant meeting space accommodates up to 700 guests. With inviting pools, and proximity to the Royal Opera House, Mutrah Souk and Muscat’s City Centre, InterContinental® Muscat invites you to discover Oman.

The Muscat InterContinental features two floodlit tennis courts and a range of health and beauty treatments are offered at the extensive spa. At the Palm Beach Club guests can also make use of a steam room and fitness center. On the grounds of the resort there is a children’s playground and extensive gardens

Guests can enjoy Hawaiian, Tahitian and Polynesian dishes in tropical surroundings at Trader Vic’s. Free Wi-Fi is available at The Muscat InterContinental's 5 restaurants.

Located in Muscat’s lofty diplomatic district, this InterContinental is a 15-minute drive from Seeb International Airport. Sultan Qaboos Mosque is a 5-minute drive away. Free private parking is available.","P.O.Box 398, Al Kharjiya Street, Al Shati area, 113 Muscat, Oman",23.61613247,58.46473485,{},24979,8.7,https://www.booking.com/hotel/om/intercontinental-muscat.en-gb.html
Ramada Qurum Beach Hotel,"This four-star Boutique Hotel is located in the elegant Shatti Al Qurum Area, just minutes away from the diplomatic quarter and other major leisure and business attraction in Muscat.

Featuring free WiFi, all bedrooms have ensuite bathrooms, custom designed furnishings, air conditioning and flat screen TV with multilingual satellite channels. Rooms with Kitchenette, balcony and ocean view are also available upon request and subject to availability.

The property offers a lobby sports lounge, an Executive Lounge, Café Noir Restaurant, Complimentary WIFI internet and a wellness centre.

Al Shatti Beach is located within close proximity of the hotel. The Royal Opera House, a number of local and International coffee shops and shisha cafes are located within a short driving distance. Mutrah Souq is just within 10 minutes drive away from the hotel.","P.O. Box 1011 Al Sarooj District, 113 Muscat, Oman",23.60911345,58.45449686,{},25934,7.6,https://www.booking.com/hotel/om/ramada-muscat.en-gb.html
"Crowne Plaza Sohar, an IHG Hotel","Elegant 5-star hotel offering modern rooms, with flat-screen TVs and balconies. It is 9 km to Sohar Economic Free Zone. It features a large outdoor swimming pool.

Crowne Plaza Sohar offers clear views over a natural reserve from its spacious guestrooms. All rooms are equipped with free WiFi, a work desk, sofa and satellite/cable TV. Tea and coffee making facilities are provided for your convenience.

There are 2 floodlit tennis courts and a 4-lane bowling alley. Guests can use the fully-equipped gym or relax with a massage in the spa. Facilities include a steam room and sauna.

The Crowne Plaza offers a great choice of dining options, including a Steakhouse fine dining. A rich buffet breakfast is served in the main restaurant each morning. For lunch and dinner, there are 2 restaurants and 2 bars to choose from.

Sohar Corniche and city centre is 20 km away, accessible by taxi from the hotel. You can visit Sohar Fort and Museum which can be arranged by the hotel.","P.O. Box 478, Falaj Al Qabail, 322 Sohar, Oman",24.40947782,56.5900746,{},26290,8.3,https://www.booking.com/hotel/om/crowne-plaza-sohar.en-gb.html
Six Senses Zighy Bay,"Set between the mountains and a 1.6-kilometre private beach on Zighy Bay, this village-style resort offers luxury villas with private pools and Six Senses Spa, a comprehensive spa and wellness center including Moroccan hammams.

Modern gourmet cuisine is served at Sense on the Edge, located 293 meters above the sea level, and presenting panoramic views over the Gulf of Oman. Zighy bar offers a relax ambiance for chill out or to enjoy the selection of tapas while wine cellar offer guests a wide range of wine selections.

Six Senses Zighy Bay features extra large villas in traditional Omani style, complemented by flat-screen TVs, home theatre systems and poolside dining areas. Some villas have a wine cellar, and private massage rooms.

The staff at Six Senses organise several daily activities, including snorkeling excursion, sunset cruises and cooking classes. Guests can train at the gym, or play a game of tennis with friends.

Parking on the property is free of charge. Six Senses Zighy Bay is a 120-minute drive to Dubai.","Musandam Peninsula Sultanate of Oman, 800 Dibba, Oman",25.71026659,56.2725386,{},28922,9.2,https://www.booking.com/hotel/om/six-senses-hideaway-zighy-bay.en-gb.html
Park Inn by Radisson Muscat,"You're eligible for a Genius discount at Park Inn by Radisson Muscat! To save at this property, all you have to do is 
sign in
.


 
Located in Muscat, 600 metres from Oman Avenues Mall, Park Inn by Radisson Muscat provides accommodation with an outdoor swimming pool, free private parking, a fitness centre and a terrace. With free WiFi, this 4-star hotel has a restaurant and a bar. The accommodation offers room service, a business centre and currency exchange for guests.

The hotel will provide guests with air-conditioned rooms with a desk, a kettle, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a shower. At Park Inn by Radisson Muscat each room is equipped with bed linen and towels.

A continental, Full English/Irish or American breakfast is available daily at the property.

You can play billiards at this 4-star hotel, and bike hire and car hire are available.

With staff speaking Arabic, Bengali, German and English, around the clock guidance is available at the reception.

Royal Opera House Muscat is 7 km from the accommodation, while Sultan Qaboos Grand Mosque is 7 km away. The nearest airport is Muscat International Airport, 15 km from Park Inn by Radisson Muscat.","Sultan Qaboos Street, 113 Muscat, Oman",23.59432214,58.4131667,{},41663,7.7,https://www.booking.com/hotel/om/park-inn-muscat.en-gb.html
Al Bahjah Hotel,"You're eligible for a Genius discount at Al Bahjah Hotel! To save at this property, all you have to do is 
sign in
.


 
Al Bhajah Hotel is located in the heart of Seeb Commercial District and the souk. Seeb International Airport and Exhibition Centre are 15 minutes drive away from the hotel. 

The hotel is close to the Sultan Qaboos University, Knowledge of Oasis and the City Centre Shopping Mall. The location of this value for money hotel is great for both business and pleasure.","Building 2906, Road 3837, Seeb Market, 121 Seeb, Oman",23.67941739,58.18800598,{},46729,6.4,https://www.booking.com/hotel/om/al-bahjah-seeb.en-gb.html
Beach Bay Hotel Muscat,"You're eligible for a Genius discount at Beach Bay Hotel Muscat! To save at this property, all you have to do is 
sign in
.


 
The Beach Bay Hotel is Located in the prestigious Hayy Al Sarooj area just opposite to The Grand Hyatt, 15 minutes drive from Muscat international airport. Close proximity to diplomatic enclave, 15 minute drive from the main the business district of Muscat and walking distance from the picturesque sandy beach Shatti Al Qurum. Free private parking and airport shuttle service available upon request.

Our Guest rooms are spacious and well equipped with minibar, flat-screen TV, safe, free WiFi, hairdryer and appliances to prepare tea and coffee.

The Royal and Executive Suites boast a kitchen and a Jacuzzi.

Feeney’s Irish Restaurant and Bar is the oldest and some would say best Irish bar in Muscat. Serving Irish and International cuisine as well as themed night’s and live entertainment over the weekends. There is also the Beach Bay Restaurant and Grill serving Breakfast Buffet, International cuisine a la carte lunch and dinner.

In house Guests can take advantage of the Grand Hyatt’s recreational facilities, including Gym and Swimming pool through vouchers available at the Beach Bay hotel reception at preferred rates.","Hayy As Saruj, Shatti A Qurum, 113 Muscat, Oman",23.60844987,58.44602108,{},66186,6.5,https://www.booking.com/hotel/om/coral-muscat.en-gb.html
Hotel Golden Oasis,"Hotel Golden Oasis is located just a short drive from Al Bustan Palace, Qantab Beach, Marina Bandar, and other attractions. It is less than 25 minute’s drive from the international airport by car and 10 minutes to the Matrah shopping area, the corniche, and Ruwi shopping and business area.

The hotel’s 3 restaurants serve delicious local and international food, and the coffee shop is open 24 hours.","Al Wadi Al Kabir, 117 Muscat, Oman",23.57836979,58.56435712,{},66249,5.7,https://www.booking.com/hotel/om/golden-oasis.en-gb.html
Safeer Hotel Suites,"You're eligible for a Genius discount at Safeer Hotel Suites! To save at this property, all you have to do is 
sign in
.


 
Located in the Madinat Al Sultan Qaboos district of Muscat, Safeer offers fully furnished air-conditioned suites. It features a 24-hour front desk and gym. Free private parking is available.

A satellite TV is in Safeer Hotel’s colourful rooms. Some come with a separate living room and kitchen with a microwave, while others have a balcony. All have an en suite bathroom.

A freshly prepared breakfast buffet, including a choice of eggs, is served daily.  A wide range of international cuisine is offered at the
Al-Shams restaurant. It also features a coffee shop with a traditional Omani décor.

Muscat International Airport is a 15-minute drive from Safeer Hotel Suites.","Sultan Qaboos Street, 123 Muscat, Oman",23.59678747,58.44793484,{},66251,7.1,https://www.booking.com/hotel/om/safeer-suites.en-gb.html
